model,n_spectra,n_eggs,MAE_days,RMSE_days,R2,bias_days,median_AE_days,within_1d_pct,within_2d_pct,within_3d_pct,pred_min,pred_max,out_of_range_pct
SVR,660,30,2.194627734359565,2.716170872669306,0.8167059823717481,0.14789163178162448,1.9545671077685967,27.727272727272727,50.90909090909091,73.03030303030303,-3.9304112513265466,26.527286701558857,5.151515151515151
PLSR,660,30,2.267298150421753,2.863691201023683,0.7962552224889325,0.006187817818789589,1.8698614057252767,25.90909090909091,52.87878787878788,70.9090909090909,-8.701478326782109,25.63845094032413,4.848484848484849
ANN,660,30,2.2889400289967803,2.9741290523427972,0.7802374255903238,-0.15870349110677986,1.835875312487284,30.454545454545457,53.939393939393945,70.3030303030303,-0.2701473236083984,25.376736958821613,2.5757575757575757
BiLSTM,660,30,4.5584943291778215,5.586266501194631,0.22468637459952034,-0.4277997392408474,4.152189215024313,13.939393939393941,25.151515151515152,36.96969696969697,-0.12066930532455444,20.431669235229492,0.15151515151515152
LSTM,660,30,4.70992559339061,5.57162077243172,0.22874638430328864,-0.2249543159899086,4.44525941212972,10.909090909090908,22.575757575757578,32.27272727272727,1.9812442859013875,16.418062210083008,0.0
SimpleRNN,660,30,4.878542408828784,5.721820099705719,0.18660309929450014,0.17394969141242475,4.790998299916585,9.848484848484848,19.848484848484848,31.818181818181817,1.4805796543757122,14.523405392964682,0.0
DummyMean,660,30,5.5,6.34428877022476,0.0,0.0,5.5,9.090909090909092,18.181818181818183,27.27272727272727,10.5,10.5,0.0
